Source,Target
Sigbjørn Gjelsvik,Terje Halleland
Sigbjørn Gjelsvik,Lene Westgaard-Halle
Sigbjørn Gjelsvik,Lene Westgaard-Halle
Sigbjørn Gjelsvik,Lene Westgaard-Halle
Sigbjørn Gjelsvik,Lene Westgaard-Halle
Sigbjørn Gjelsvik,Sveinung Rotevatn
Sigbjørn Gjelsvik,Geir Pollestad
Ingrid Fiskaa,Audun Lysbakken
Ingrid Fiskaa,Kari Elisabeth Kaski
Ingrid Fiskaa,Lisa Marie Ness Klungland
Ingrid Fiskaa,Liv Kari Eskeland
Ingrid Fiskaa,Kari Elisabeth Kaski
Ingrid Fiskaa,Marian Hussein
Ingrid Fiskaa,Roy Steffensen   roysteffensen
Ingrid Fiskaa,Mímir Kristjánsson
Ingrid Fiskaa,Sivert Bjørnstad
Ingrid Fiskaa,Sivert Bjørnstad
Hårek Elvenes,Roy Steffensen   roysteffensen
Hårek Elvenes,Audun Lysbakken
Olaug Vervik,Seher Aydar
Olaug Vervik,Seher Aydar
Olaug Vervik,Tone Wilhelmsen
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Erlend Wiborg
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,M Tybring-Gjedde
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lene Westgaard-Halle
Olaug Vervik,Lan Marie N. Berg
Siv Mossleth,M Tybring-Gjedde
Siv Mossleth,Tage Pettersen
Olve Grotle,
Hege Bae Nyholt ,Bjørnar Moxnes
Mahmoud Farahmand,Kamzy Gunaratnam
Mahmoud Farahmand,Himanshu
Odd Harald Hovland,
Geir Inge Lien,
Else Marie Rødby,
Bjørnar Skjæran,Sivert Bjørnstad
Bjørnar Skjæran,Espen Barth Eide
Bjørnar Skjæran,Espen Barth Eide
Bjørnar Skjæran,Espen Barth Eide
Bjørnar Skjæran,Espen Barth Eide
Bjørnar Skjæran,Espen Barth Eide
Bjørnar Skjæran,Espen Barth Eide
Bjørnar Skjæran,Lars Haltbrekken
Bjørnar Skjæran,Lene Westgaard-Halle
Bjørnar Skjæran,Espen Barth Eide
Bjørnar Skjæran,Åsmund Aukrust
Bjørnar Skjæran,Kari Elisabeth Kaski
Ingvild Wetrhus Thorsvik,Guri Melby
Ingvild Wetrhus Thorsvik,Lisa Marie Ness Klungland
Grete Wold,
Mona Fagerås,Bjørnar Skjæran
Mona Fagerås,Bjørnar Skjæran
Mona Fagerås,Bjørnar Skjæran
Mona Fagerås,Sivert Bjørnstad
Erlend Svardal Bøe,Seher Aydar
Erlend Svardal Bøe,Seher Aydar
Erlend Svardal Bøe,Tone Wilhelmsen
Sylvi Listhaug,
Bengt Rune Strifeldt,
Trine Lise Sundnes,
Frank Edvard,Sofie Marhaug
Frank Edvard,Sofie Marhaug
Frank Edvard,Sofie Marhaug
Marit Arnstad,Terje Halleland
Marit Arnstad,Audun Lysbakken
Marit Arnstad,Audun Lysbakken
Marit Arnstad,Audun Lysbakken
Marit Arnstad,Ove Trellevik
Marit Arnstad,Marit Knutsdatter Strand
Marit Arnstad,Espen Barth Eide
Marit Arnstad,Marit Knutsdatter Strand
Åslaug Sem-Jacobsen,Tage Pettersen
Åslaug Sem-Jacobsen,AnetteTrettebergst.
Åslaug Sem-Jacobsen,Tage Pettersen
Terje Sørvik,
Liv Kari Eskeland,Lisa Marie Ness Klungland
Liv Kari Eskeland,Lars Haltbrekken
Margret,
Ingjerd Schou,
Andreas Sjalg Unneland,Audun Lysbakken
Emilie Mehl,Kamzy Gunaratnam
Anja Ninasdotter Abusland,
Birgit Oline Kjerstad,
